Date,Year,Month,MonthName,MonthFullName,Quarter,QuarterNum,YearMonth,YearQuarter,WeekDay,DayOfYear,IsWeekend
2022-07-20,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Wednesday,201,0
2022-07-21,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Thursday,202,0
2022-07-22,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Friday,203,0
2022-07-23,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Saturday,204,1
2022-07-24,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Sunday,205,1
2022-07-25,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Monday,206,0
2022-07-26,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Tuesday,207,0
2022-07-27,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Wednesday,208,0
2022-07-28,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Thursday,209,0
2022-07-29,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Friday,210,0
2022-07-30,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Saturday,211,1
2022-07-31,2022,7,Jul,July,Q3,3,2022-07,2022-Q3,Sunday,212,1
2022-08-01,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Monday,213,0
2022-08-02,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Tuesday,214,0
2022-08-03,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Wednesday,215,0
2022-08-04,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Thursday,216,0
2022-08-05,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Friday,217,0
2022-08-06,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Saturday,218,1
2022-08-07,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Sunday,219,1
2022-08-08,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Monday,220,0
2022-08-09,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Tuesday,221,0
2022-08-10,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Wednesday,222,0
2022-08-11,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Thursday,223,0
2022-08-12,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Friday,224,0
2022-08-13,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Saturday,225,1
2022-08-14,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Sunday,226,1
2022-08-15,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Monday,227,0
2022-08-16,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Tuesday,228,0
2022-08-17,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Wednesday,229,0
2022-08-18,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Thursday,230,0
2022-08-19,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Friday,231,0
2022-08-20,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Saturday,232,1
2022-08-21,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Sunday,233,1
2022-08-22,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Monday,234,0
2022-08-23,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Tuesday,235,0
2022-08-24,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Wednesday,236,0
2022-08-25,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Thursday,237,0
2022-08-26,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Friday,238,0
2022-08-27,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Saturday,239,1
2022-08-28,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Sunday,240,1
2022-08-29,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Monday,241,0
2022-08-30,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Tuesday,242,0
2022-08-31,2022,8,Aug,August,Q3,3,2022-08,2022-Q3,Wednesday,243,0
2022-09-01,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Thursday,244,0
2022-09-02,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Friday,245,0
2022-09-03,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Saturday,246,1
2022-09-04,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Sunday,247,1
2022-09-05,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Monday,248,0
2022-09-06,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Tuesday,249,0
2022-09-07,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Wednesday,250,0
2022-09-08,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Thursday,251,0
2022-09-09,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Friday,252,0
2022-09-10,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Saturday,253,1
2022-09-11,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Sunday,254,1
2022-09-12,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Monday,255,0
2022-09-13,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Tuesday,256,0
2022-09-14,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Wednesday,257,0
2022-09-15,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Thursday,258,0
2022-09-16,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Friday,259,0
2022-09-17,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Saturday,260,1
2022-09-18,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Sunday,261,1
2022-09-19,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Monday,262,0
2022-09-20,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Tuesday,263,0
2022-09-21,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Wednesday,264,0
2022-09-22,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Thursday,265,0
2022-09-23,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Friday,266,0
2022-09-24,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Saturday,267,1
2022-09-25,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Sunday,268,1
2022-09-26,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Monday,269,0
2022-09-27,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Tuesday,270,0
2022-09-28,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Wednesday,271,0
2022-09-29,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Thursday,272,0
2022-09-30,2022,9,Sep,September,Q3,3,2022-09,2022-Q3,Friday,273,0
2022-10-01,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Saturday,274,1
2022-10-02,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Sunday,275,1
2022-10-03,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Monday,276,0
2022-10-04,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Tuesday,277,0
2022-10-05,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Wednesday,278,0
2022-10-06,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Thursday,279,0
2022-10-07,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Friday,280,0
2022-10-08,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Saturday,281,1
2022-10-09,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Sunday,282,1
2022-10-10,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Monday,283,0
2022-10-11,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Tuesday,284,0
2022-10-12,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Wednesday,285,0
2022-10-13,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Thursday,286,0
2022-10-14,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Friday,287,0
2022-10-15,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Saturday,288,1
2022-10-16,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Sunday,289,1
2022-10-17,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Monday,290,0
2022-10-18,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Tuesday,291,0
2022-10-19,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Wednesday,292,0
2022-10-20,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Thursday,293,0
2022-10-21,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Friday,294,0
2022-10-22,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Saturday,295,1
2022-10-23,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Sunday,296,1
2022-10-24,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Monday,297,0
2022-10-25,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Tuesday,298,0
2022-10-26,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Wednesday,299,0
2022-10-27,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Thursday,300,0
2022-10-28,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Friday,301,0
2022-10-29,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Saturday,302,1
2022-10-30,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Sunday,303,1
2022-10-31,2022,10,Oct,October,Q4,4,2022-10,2022-Q4,Monday,304,0
2022-11-01,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Tuesday,305,0
2022-11-02,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Wednesday,306,0
2022-11-03,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Thursday,307,0
2022-11-04,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Friday,308,0
2022-11-05,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Saturday,309,1
2022-11-06,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Sunday,310,1
2022-11-07,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Monday,311,0
2022-11-08,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Tuesday,312,0
2022-11-09,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Wednesday,313,0
2022-11-10,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Thursday,314,0
2022-11-11,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Friday,315,0
2022-11-12,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Saturday,316,1
2022-11-13,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Sunday,317,1
2022-11-14,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Monday,318,0
2022-11-15,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Tuesday,319,0
2022-11-16,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Wednesday,320,0
2022-11-17,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Thursday,321,0
2022-11-18,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Friday,322,0
2022-11-19,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Saturday,323,1
2022-11-20,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Sunday,324,1
2022-11-21,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Monday,325,0
2022-11-22,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Tuesday,326,0
2022-11-23,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Wednesday,327,0
2022-11-24,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Thursday,328,0
2022-11-25,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Friday,329,0
2022-11-26,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Saturday,330,1
2022-11-27,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Sunday,331,1
2022-11-28,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Monday,332,0
2022-11-29,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Tuesday,333,0
2022-11-30,2022,11,Nov,November,Q4,4,2022-11,2022-Q4,Wednesday,334,0
2022-12-01,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Thursday,335,0
2022-12-02,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Friday,336,0
2022-12-03,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Saturday,337,1
2022-12-04,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Sunday,338,1
2022-12-05,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Monday,339,0
2022-12-06,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Tuesday,340,0
2022-12-07,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Wednesday,341,0
2022-12-08,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Thursday,342,0
2022-12-09,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Friday,343,0
2022-12-10,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Saturday,344,1
2022-12-11,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Sunday,345,1
2022-12-12,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Monday,346,0
2022-12-13,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Tuesday,347,0
2022-12-14,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Wednesday,348,0
2022-12-15,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Thursday,349,0
2022-12-16,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Friday,350,0
2022-12-17,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Saturday,351,1
2022-12-18,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Sunday,352,1
2022-12-19,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Monday,353,0
2022-12-20,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Tuesday,354,0
2022-12-21,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Wednesday,355,0
2022-12-22,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Thursday,356,0
2022-12-23,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Friday,357,0
2022-12-24,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Saturday,358,1
2022-12-25,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Sunday,359,1
2022-12-26,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Monday,360,0
2022-12-27,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Tuesday,361,0
2022-12-28,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Wednesday,362,0
2022-12-29,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Thursday,363,0
2022-12-30,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Friday,364,0
2022-12-31,2022,12,Dec,December,Q4,4,2022-12,2022-Q4,Saturday,365,1
2023-01-01,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Sunday,1,1
2023-01-02,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Monday,2,0
2023-01-03,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Tuesday,3,0
2023-01-04,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Wednesday,4,0
2023-01-05,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Thursday,5,0
2023-01-06,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Friday,6,0
2023-01-07,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Saturday,7,1
2023-01-08,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Sunday,8,1
2023-01-09,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Monday,9,0
2023-01-10,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Tuesday,10,0
2023-01-11,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Wednesday,11,0
2023-01-12,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Thursday,12,0
2023-01-13,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Friday,13,0
2023-01-14,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Saturday,14,1
2023-01-15,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Sunday,15,1
2023-01-16,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Monday,16,0
2023-01-17,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Tuesday,17,0
2023-01-18,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Wednesday,18,0
2023-01-19,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Thursday,19,0
2023-01-20,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Friday,20,0
2023-01-21,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Saturday,21,1
2023-01-22,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Sunday,22,1
2023-01-23,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Monday,23,0
2023-01-24,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Tuesday,24,0
2023-01-25,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Wednesday,25,0
2023-01-26,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Thursday,26,0
2023-01-27,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Friday,27,0
2023-01-28,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Saturday,28,1
2023-01-29,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Sunday,29,1
2023-01-30,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Monday,30,0
2023-01-31,2023,1,Jan,January,Q1,1,2023-01,2023-Q1,Tuesday,31,0
2023-02-01,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Wednesday,32,0
2023-02-02,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Thursday,33,0
2023-02-03,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Friday,34,0
2023-02-04,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Saturday,35,1
2023-02-05,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Sunday,36,1
2023-02-06,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Monday,37,0
2023-02-07,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Tuesday,38,0
2023-02-08,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Wednesday,39,0
2023-02-09,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Thursday,40,0
2023-02-10,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Friday,41,0
2023-02-11,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Saturday,42,1
2023-02-12,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Sunday,43,1
2023-02-13,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Monday,44,0
2023-02-14,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Tuesday,45,0
2023-02-15,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Wednesday,46,0
2023-02-16,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Thursday,47,0
2023-02-17,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Friday,48,0
2023-02-18,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Saturday,49,1
2023-02-19,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Sunday,50,1
2023-02-20,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Monday,51,0
2023-02-21,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Tuesday,52,0
2023-02-22,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Wednesday,53,0
2023-02-23,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Thursday,54,0
2023-02-24,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Friday,55,0
2023-02-25,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Saturday,56,1
2023-02-26,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Sunday,57,1
2023-02-27,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Monday,58,0
2023-02-28,2023,2,Feb,February,Q1,1,2023-02,2023-Q1,Tuesday,59,0
2023-03-01,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Wednesday,60,0
2023-03-02,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Thursday,61,0
2023-03-03,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Friday,62,0
2023-03-04,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Saturday,63,1
2023-03-05,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Sunday,64,1
2023-03-06,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Monday,65,0
2023-03-07,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Tuesday,66,0
2023-03-08,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Wednesday,67,0
2023-03-09,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Thursday,68,0
2023-03-10,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Friday,69,0
2023-03-11,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Saturday,70,1
2023-03-12,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Sunday,71,1
2023-03-13,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Monday,72,0
2023-03-14,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Tuesday,73,0
2023-03-15,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Wednesday,74,0
2023-03-16,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Thursday,75,0
2023-03-17,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Friday,76,0
2023-03-18,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Saturday,77,1
2023-03-19,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Sunday,78,1
2023-03-20,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Monday,79,0
2023-03-21,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Tuesday,80,0
2023-03-22,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Wednesday,81,0
2023-03-23,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Thursday,82,0
2023-03-24,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Friday,83,0
2023-03-25,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Saturday,84,1
2023-03-26,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Sunday,85,1
2023-03-27,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Monday,86,0
2023-03-28,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Tuesday,87,0
2023-03-29,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Wednesday,88,0
2023-03-30,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Thursday,89,0
2023-03-31,2023,3,Mar,March,Q1,1,2023-03,2023-Q1,Friday,90,0
2023-04-01,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Saturday,91,1
2023-04-02,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Sunday,92,1
2023-04-03,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Monday,93,0
2023-04-04,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Tuesday,94,0
2023-04-05,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Wednesday,95,0
2023-04-06,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Thursday,96,0
2023-04-07,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Friday,97,0
2023-04-08,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Saturday,98,1
2023-04-09,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Sunday,99,1
2023-04-10,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Monday,100,0
2023-04-11,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Tuesday,101,0
2023-04-12,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Wednesday,102,0
2023-04-13,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Thursday,103,0
2023-04-14,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Friday,104,0
2023-04-15,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Saturday,105,1
2023-04-16,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Sunday,106,1
2023-04-17,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Monday,107,0
2023-04-18,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Tuesday,108,0
2023-04-19,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Wednesday,109,0
2023-04-20,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Thursday,110,0
2023-04-21,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Friday,111,0
2023-04-22,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Saturday,112,1
2023-04-23,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Sunday,113,1
2023-04-24,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Monday,114,0
2023-04-25,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Tuesday,115,0
2023-04-26,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Wednesday,116,0
2023-04-27,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Thursday,117,0
2023-04-28,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Friday,118,0
2023-04-29,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Saturday,119,1
2023-04-30,2023,4,Apr,April,Q2,2,2023-04,2023-Q2,Sunday,120,1
2023-05-01,2023,5,May,May,Q2,2,2023-05,2023-Q2,Monday,121,0
2023-05-02,2023,5,May,May,Q2,2,2023-05,2023-Q2,Tuesday,122,0
2023-05-03,2023,5,May,May,Q2,2,2023-05,2023-Q2,Wednesday,123,0
2023-05-04,2023,5,May,May,Q2,2,2023-05,2023-Q2,Thursday,124,0
2023-05-05,2023,5,May,May,Q2,2,2023-05,2023-Q2,Friday,125,0
2023-05-06,2023,5,May,May,Q2,2,2023-05,2023-Q2,Saturday,126,1
2023-05-07,2023,5,May,May,Q2,2,2023-05,2023-Q2,Sunday,127,1
2023-05-08,2023,5,May,May,Q2,2,2023-05,2023-Q2,Monday,128,0
2023-05-09,2023,5,May,May,Q2,2,2023-05,2023-Q2,Tuesday,129,0
2023-05-10,2023,5,May,May,Q2,2,2023-05,2023-Q2,Wednesday,130,0
2023-05-11,2023,5,May,May,Q2,2,2023-05,2023-Q2,Thursday,131,0
2023-05-12,2023,5,May,May,Q2,2,2023-05,2023-Q2,Friday,132,0
2023-05-13,2023,5,May,May,Q2,2,2023-05,2023-Q2,Saturday,133,1
2023-05-14,2023,5,May,May,Q2,2,2023-05,2023-Q2,Sunday,134,1
2023-05-15,2023,5,May,May,Q2,2,2023-05,2023-Q2,Monday,135,0
2023-05-16,2023,5,May,May,Q2,2,2023-05,2023-Q2,Tuesday,136,0
2023-05-17,2023,5,May,May,Q2,2,2023-05,2023-Q2,Wednesday,137,0
2023-05-18,2023,5,May,May,Q2,2,2023-05,2023-Q2,Thursday,138,0
2023-05-19,2023,5,May,May,Q2,2,2023-05,2023-Q2,Friday,139,0
2023-05-20,2023,5,May,May,Q2,2,2023-05,2023-Q2,Saturday,140,1
2023-05-21,2023,5,May,May,Q2,2,2023-05,2023-Q2,Sunday,141,1
2023-05-22,2023,5,May,May,Q2,2,2023-05,2023-Q2,Monday,142,0
2023-05-23,2023,5,May,May,Q2,2,2023-05,2023-Q2,Tuesday,143,0
2023-05-24,2023,5,May,May,Q2,2,2023-05,2023-Q2,Wednesday,144,0
2023-05-25,2023,5,May,May,Q2,2,2023-05,2023-Q2,Thursday,145,0
